session,subject_file,subject_id,clip,window_count,feature_shape
session_1,sub25_20190706.npy,sub25,clip_15,64,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_16,35,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_17,17,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_18,44,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_19,35,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_20,12,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_21,28,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_22,28,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_23,43,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_24,34,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_1,42,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_2,17,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_3,49,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_4,32,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_5,22,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_6,38,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_7,38,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_8,52,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_9,36,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_10,42,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_11,12,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_12,27,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_13,54,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_14,42,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_15,64,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_16,35,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_17,17,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_18,44,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_19,35,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_20,12,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_21,28,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_22,28,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_23,43,"(5, 62)"
session_1,sub26_20190726.npy,sub26,clip_24,34,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_1,42,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_2,17,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_3,49,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_4,32,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_5,22,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_6,38,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_7,38,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_8,52,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_9,36,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_10,42,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_11,12,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_12,27,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_13,54,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_14,42,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_15,64,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_16,35,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_17,17,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_18,44,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_19,35,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_20,12,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_21,28,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_22,28,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_23,43,"(5, 62)"
session_1,sub27_20190731.npy,sub27,clip_24,34,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_1,42,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_2,17,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_3,49,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_4,32,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_5,22,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_6,38,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_7,38,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_8,52,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_9,36,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_10,42,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_11,12,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_12,27,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_13,54,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_14,42,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_15,64,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_16,35,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_17,17,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_18,44,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_19,35,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_20,12,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_21,28,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_22,28,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_23,43,"(5, 62)"
session_1,sub28_20190807.npy,sub28,clip_24,34,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_1,42,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_2,17,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_3,49,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_4,32,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_5,22,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_6,38,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_7,38,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_8,52,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_9,36,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_10,42,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_11,12,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_12,27,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_13,54,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_14,42,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_15,64,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_16,35,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_17,17,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_18,44,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_19,35,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_20,12,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_21,28,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_22,28,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_23,43,"(5, 62)"
session_1,sub29_20190725.npy,sub29,clip_24,34,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_1,42,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_2,17,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_3,49,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_4,32,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_5,22,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_6,38,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_7,38,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_8,52,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_9,36,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_10,42,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_11,12,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_12,27,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_13,54,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_14,42,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_15,64,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_16,35,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_17,17,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_18,44,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_19,35,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_20,12,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_21,28,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_22,28,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_23,43,"(5, 62)"
session_1,sub2_20200924.npy,sub2,clip_24,34,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_1,42,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_2,17,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_3,49,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_4,32,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_5,22,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_6,38,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_7,38,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_8,52,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_9,36,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_10,42,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_11,12,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_12,27,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_13,54,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_14,42,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_15,64,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_16,35,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_17,17,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_18,44,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_19,35,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_20,12,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_21,28,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_22,28,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_23,43,"(5, 62)"
session_1,sub30_20190918.npy,sub30,clip_24,34,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_1,42,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_2,17,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_3,49,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_4,32,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_5,22,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_6,38,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_7,38,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_8,52,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_9,36,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_10,42,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_11,12,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_12,27,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_13,54,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_14,42,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_15,64,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_16,35,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_17,17,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_18,44,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_19,35,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_20,12,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_21,28,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_22,28,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_23,43,"(5, 62)"
session_1,sub31_20190717.npy,sub31,clip_24,34,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_1,42,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_2,17,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_3,49,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_4,32,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_5,22,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_6,38,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_7,38,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_8,52,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_9,36,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_10,42,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_11,12,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_12,27,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_13,54,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_14,42,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_15,64,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_16,35,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_17,17,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_18,44,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_19,35,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_20,12,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_21,28,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_22,28,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_23,43,"(5, 62)"
session_1,sub32_20190808.npy,sub32,clip_24,34,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_1,42,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_2,17,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_3,49,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_4,32,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_5,22,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_6,38,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_7,38,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_8,52,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_9,36,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_10,42,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_11,12,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_12,27,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_13,54,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_14,42,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_15,64,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_16,35,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_17,17,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_18,44,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_19,35,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_20,12,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_21,28,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_22,28,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_23,43,"(5, 62)"
session_1,sub33_20190729.npy,sub33,clip_24,34,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_1,42,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_2,17,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_3,49,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_4,32,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_5,22,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_6,38,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_7,38,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_8,52,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_9,36,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_10,42,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_11,12,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_12,27,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_13,54,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_14,42,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_15,64,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_16,35,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_17,17,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_18,44,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_19,35,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_20,12,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_21,28,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_22,28,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_23,43,"(5, 62)"
session_1,sub34_20190812.npy,sub34,clip_24,34,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_1,42,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_2,17,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_3,49,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_4,32,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_5,22,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_6,38,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_7,38,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_8,52,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_9,36,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_10,42,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_11,12,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_12,27,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_13,54,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_14,42,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_15,64,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_16,35,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_17,17,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_18,44,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_19,35,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_20,12,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_21,28,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_22,28,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_23,43,"(5, 62)"
session_1,sub35_20190726.npy,sub35,clip_24,34,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_1,42,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_2,17,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_3,49,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_4,32,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_5,22,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_6,38,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_7,38,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_8,52,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_9,36,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_10,42,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_11,12,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_12,27,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_13,54,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_14,42,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_15,64,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_16,35,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_17,17,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_18,44,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_19,35,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_20,12,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_21,28,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_22,28,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_23,43,"(5, 62)"
session_1,sub36_20190708.npy,sub36,clip_24,34,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_1,42,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_2,17,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_3,49,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_4,32,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_5,22,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_6,38,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_7,38,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_8,52,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_9,36,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_10,42,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_11,12,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_12,27,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_13,54,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_14,42,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_15,64,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_16,35,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_17,17,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_18,44,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_19,35,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_20,12,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_21,28,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_22,28,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_23,43,"(5, 62)"
session_1,sub37_20190730.npy,sub37,clip_24,34,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_1,42,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_2,17,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_3,49,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_4,32,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_5,22,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_6,38,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_7,38,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_8,52,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_9,36,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_10,42,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_11,12,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_12,27,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_13,54,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_14,42,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_15,64,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_16,35,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_17,17,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_18,44,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_19,35,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_20,12,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_21,28,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_22,28,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_23,43,"(5, 62)"
session_1,sub38_20190814.npy,sub38,clip_24,34,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_1,42,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_2,17,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_3,49,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_4,32,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_5,22,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_6,38,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_7,38,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_8,52,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_9,36,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_10,42,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_11,12,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_12,27,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_13,54,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_14,42,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_15,64,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_16,35,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_17,17,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_18,44,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_19,35,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_20,12,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_21,28,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_22,28,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_23,43,"(5, 62)"
session_1,sub39_20190715.npy,sub39,clip_24,34,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_1,42,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_2,17,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_3,49,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_4,32,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_5,22,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_6,38,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_7,38,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_8,52,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_9,36,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_10,42,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_11,12,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_12,27,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_13,54,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_14,42,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_15,64,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_16,35,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_17,17,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_18,44,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_19,35,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_20,12,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_21,28,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_22,28,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_23,43,"(5, 62)"
session_1,sub3_20200919.npy,sub3,clip_24,34,"(5, 62)"
session_1,sub40_20190707.npy,sub40,clip_1,42,"(5, 62)"
session_1,sub40_20190707.npy,sub40,clip_2,17,"(5, 62)"
session_1,sub40_20190707.npy,sub40,clip_3,49,"(5, 62)"
session_1,sub40_20190707.npy,sub40,clip_4,32,"(5, 62)"
session_1,sub40_20190707.npy,sub40,clip_5,22,"(5, 62)"
